"Blues" "Female" "Male" "Geno" "Hybrid" "Lines" "Exp.I" "Exp.II" "Exp.III" "Exp.IV" "Exp.V"
"9697" 9.278217655 "zf201" "zm154" "zf201&&zm154" 1 0 0 0 0 1 0
"9698" 9.622659977 "zf201" "zm155" "zf201&&zm155" 1 0 0 0 0 1 0
"9699" 9.530303808 "zf201" "zm156" "zf201&&zm156" 1 0 0 0 0 1 0
"9700" 9.449503241 "zf201" "zm157" "zf201&&zm157" 1 0 0 0 0 1 0
"9702" 9.297045323 "zf201" "zm159" "zf201&&zm159" 1 0 0 0 0 1 0
"9704" 10.28431353 "zf201" "zm2101" "zf201&&zm2101" 1 0 0 0 0 1 0
"9705" 10.18195497 "zf201" "zm2102" "zf201&&zm2102" 1 0 0 0 0 1 0
"9706" 10.01106159 "zf201" "zm2103" "zf201&&zm2103" 1 0 0 0 0 1 0
"9707" 10.15152617 "zf201" "zm2105" "zf201&&zm2105" 1 0 0 0 0 1 0
"9708" 9.879909667 "zf201" "zm2106" "zf201&&zm2106" 1 0 0 0 0 1 0
"9709" 10.05059981 "zf201" "zm2108" "zf201&&zm2108" 1 0 0 0 0 1 0
"9710" 10.01002086 "zf201" "zm2114" "zf201&&zm2114" 1 0 0 0 0 1 0
"9711" 10.13881703 "zf201" "zm2115" "zf201&&zm2115" 1 0 0 0 0 1 0
"9712" 10.09036775 "zf201" "zm2116" "zf201&&zm2116" 1 0 0 0 0 1 0
"9713" 10.18868166 "zf201" "zm2117" "zf201&&zm2117" 1 0 0 0 0 1 0
"9714" 10.19557185 "zf201" "zm2119" "zf201&&zm2119" 1 0 0 0 0 1 0
"9715" 10.1824512 "zf201" "zm2120" "zf201&&zm2120" 1 0 0 0 0 1 0
"9716" 10.01567753 "zf201" "zm2123" "zf201&&zm2123" 1 0 0 0 0 1 0
"9717" 10.1165209 "zf201" "zm2125" "zf201&&zm2125" 1 0 0 0 0 1 0
"9718" 10.07357 "zf201" "zm2127" "zf201&&zm2127" 1 0 0 0 0 1 0
"9719" 10.18148159 "zf201" "zm2130" "zf201&&zm2130" 1 0 0 0 0 1 0
"9720" 10.19841502 "zf201" "zm2131" "zf201&&zm2131" 1 0 0 0 0 1 0
"9721" 10.32166294 "zf201" "zm2135" "zf201&&zm2135" 1 0 0 0 0 1 0
"9722" 9.726433817 "zf201" "zm2136" "zf201&&zm2136" 1 0 0 0 0 1 0
"9723" 10.11388586 "zf201" "zm2138" "zf201&&zm2138" 1 0 0 0 0 1 0
"9724" 10.03380265 "zf201" "zm2140" "zf201&&zm2140" 1 0 0 0 0 1 0
"9725" 9.922997357 "zf201" "zm2141" "zf201&&zm2141" 1 0 0 0 0 1 0
"9726" 9.934072275 "zf201" "zm2144" "zf201&&zm2144" 1 0 0 0 0 1 0
"9727" 10.11260193 "zf201" "zm2149" "zf201&&zm2149" 1 0 0 0 0 1 0
"9728" 10.11918961 "zf201" "zm2150" "zf201&&zm2150" 1 0 0 0 0 1 0
"9729" 10.18231679 "zf201" "zm2151" "zf201&&zm2151" 1 0 0 0 0 1 0
"9730" 9.891517463 "zf201" "zm2152" "zf201&&zm2152" 1 0 0 0 0 1 0
"9731" 10.11615394 "zf201" "zm2153" "zf201&&zm2153" 1 0 0 0 0 1 0
"9732" 9.87782629 "zf201" "zm2154" "zf201&&zm2154" 1 0 0 0 0 1 0
"9733" 10.01040395 "zf201" "zm2155" "zf201&&zm2155" 1 0 0 0 0 1 0
"9734" 9.988440904 "zf201" "zm2156" "zf201&&zm2156" 1 0 0 0 0 1 0
"9735" 10.16755303 "zf201" "zm2158" "zf201&&zm2158" 1 0 0 0 0 1 0
"9736" 10.06777388 "zf201" "zm2160" "zf201&&zm2160" 1 0 0 0 0 1 0
"9737" 10.22955937 "zf201" "zm313" "zf201&&zm313" 1 0 0 0 0 1 0
"9738" 10.07452834 "zf201" "zm314" "zf201&&zm314" 1 0 0 0 0 1 0
"9739" 10.14007824 "zf201" "zm315" "zf201&&zm315" 1 0 0 0 0 1 0
"9740" 10.09254269 "zf201" "zm316" "zf201&&zm316" 1 0 0 0 0 1 0
"9741" 10.39189269 "zf201" "zm317" "zf201&&zm317" 1 0 0 0 0 1 0
"9742" 10.12779991 "zf201" "zm318" "zf201&&zm318" 1 0 0 0 0 1 0
"9743" 9.769879323 "zf201" "zm319" "zf201&&zm319" 1 0 0 0 0 1 0
"9744" 10.30706372 "zf201" "zm320" "zf201&&zm320" 1 0 0 0 0 1 0
"9745" 10.15847078 "zf201" "zm321" "zf201&&zm321" 1 0 0 0 0 1 0
"9746" 10.06596923 "zf201" "zm322" "zf201&&zm322" 1 0 0 0 0 1 0
"9747" 9.999045382 "zf201" "zm323" "zf201&&zm323" 1 0 0 0 0 1 0
"9748" 10.01804557 "zf201" "zm324" "zf201&&zm324" 1 0 0 0 0 1 0
"9749" 10.41331522 "zf201" "zm325" "zf201&&zm325" 1 0 0 0 0 1 0
"9750" 10.02191537 "zf201" "zm326" "zf201&&zm326" 1 0 0 0 0 1 0
"9751" 10.1098795 "zf201" "zm327" "zf201&&zm327" 1 0 0 0 0 1 0
"9752" 9.749556334 "zf201" "zm328" "zf201&&zm328" 1 0 0 0 0 1 0
"9753" 10.11650364 "zf201" "zm329" "zf201&&zm329" 1 0 0 0 0 1 0
"9754" 10.0120851 "zf201" "zm330" "zf201&&zm330" 1 0 0 0 0 1 0
"9755" 10.08231783 "zf201" "zm331" "zf201&&zm331" 1 0 0 0 0 1 0
"9756" 10.13226146 "zf201" "zm332" "zf201&&zm332" 1 0 0 0 0 1 0
"9757" 10.18461952 "zf201" "zm333" "zf201&&zm333" 1 0 0 0 0 1 0
"9758" 9.990008761 "zf201" "zm334" "zf201&&zm334" 1 0 0 0 0 1 0
"9759" 10.19564372 "zf201" "zm335" "zf201&&zm335" 1 0 0 0 0 1 0
"9760" 10.01328789 "zf201" "zm336" "zf201&&zm336" 1 0 0 0 0 1 0
"9761" 9.947129527 "zf201" "zm337" "zf201&&zm337" 1 0 0 0 0 1 0
"9762" 8.862284586 "zf202" "zf202" "zf202" 0 1 0 0 0 1 0
"9763" 9.822519045 "zf202" "zm022" "zf202&&zm022" 1 0 0 0 0 1 0
"9764" 9.865482717 "zf202" "zm034" "zf202&&zm034" 1 0 0 0 0 1 0
"9766" 9.950830226 "zf202" "zm102" "zf202&&zm102" 1 0 0 0 0 1 0
"9768" 10.13159652 "zf202" "zm104" "zf202&&zm104" 1 0 0 0 0 1 0
"9769" 9.578958961 "zf202" "zm105" "zf202&&zm105" 1 0 0 0 0 1 0
"9770" 9.484850867 "zf202" "zm106" "zf202&&zm106" 1 0 0 0 0 1 0
"9771" 9.864403016 "zf202" "zm109" "zf202&&zm109" 1 0 0 0 0 1 0
"9772" 9.846259811 "zf202" "zm110" "zf202&&zm110" 1 0 0 0 0 1 0
"9773" 9.710445583 "zf202" "zm112" "zf202&&zm112" 1 0 0 0 0 1 0
"9774" 9.832838762 "zf202" "zm113" "zf202&&zm113" 1 0 0 0 0 1 0
"9775" 9.771825764 "zf202" "zm114" "zf202&&zm114" 1 0 0 0 0 1 0
"9776" 9.839900621 "zf202" "zm115" "zf202&&zm115" 1 0 0 0 0 1 0
"9777" 9.861205178 "zf202" "zm116" "zf202&&zm116" 1 0 0 0 0 1 0
"9778" 9.675379941 "zf202" "zm117" "zf202&&zm117" 1 0 0 0 0 1 0
"9779" 9.59466026 "zf202" "zm119" "zf202&&zm119" 1 0 0 0 0 1 0
"9780" 9.87347075 "zf202" "zm120" "zf202&&zm120" 1 0 0 0 0 1 0
"9781" 9.82682 "zf202" "zm121" "zf202&&zm121" 1 0 0 0 0 1 0
"9782" 10.04269578 "zf202" "zm122" "zf202&&zm122" 1 0 0 0 0 1 0
"9783" 9.703039538 "zf202" "zm123" "zf202&&zm123" 1 0 0 0 0 1 0
"9784" 9.713839647 "zf202" "zm124" "zf202&&zm124" 1 0 0 0 0 1 0
"9785" 9.732792362 "zf202" "zm125" "zf202&&zm125" 1 0 0 0 0 1 0
"9786" 9.701768086 "zf202" "zm126" "zf202&&zm126" 1 0 0 0 0 1 0
"9787" 9.87898609 "zf202" "zm127" "zf202&&zm127" 1 0 0 0 0 1 0
"9788" 9.968133807 "zf202" "zm128" "zf202&&zm128" 1 0 0 0 0 1 0
"9789" 9.569289695 "zf202" "zm129" "zf202&&zm129" 1 0 0 0 0 1 0
"9790" 9.761364795 "zf202" "zm130" "zf202&&zm130" 1 0 0 0 0 1 0
"9791" 9.884481572 "zf202" "zm131" "zf202&&zm131" 1 0 0 0 0 1 0
"9792" 9.747578018 "zf202" "zm132" "zf202&&zm132" 1 0 0 0 0 1 0
"9793" 9.770155635 "zf202" "zm134" "zf202&&zm134" 1 0 0 0 0 1 0
"9794" 9.859019231 "zf202" "zm135" "zf202&&zm135" 1 0 0 0 0 1 0
"9795" 10.08407395 "zf202" "zm136" "zf202&&zm136" 1 0 0 0 0 1 0
"9796" 9.86077513 "zf202" "zm137" "zf202&&zm137" 1 0 0 0 0 1 0
"9797" 9.929018735 "zf202" "zm138" "zf202&&zm138" 1 0 0 0 0 1 0
"9798" 10.10778898 "zf202" "zm139" "zf202&&zm139" 1 0 0 0 0 1 0
"9799" 9.591514469 "zf202" "zm140" "zf202&&zm140" 1 0 0 0 0 1 0
"9800" 9.793746988 "zf202" "zm141" "zf202&&zm141" 1 0 0 0 0 1 0
"9801" 9.641660793 "zf202" "zm142" "zf202&&zm142" 1 0 0 0 0 1 0
"9802" 9.752145172 "zf202" "zm143" "zf202&&zm143" 1 0 0 0 0 1 0
"9803" 9.765380695 "zf202" "zm144" "zf202&&zm144" 1 0 0 0 0 1 0
"9804" 9.570326918 "zf202" "zm145" "zf202&&zm145" 1 0 0 0 0 1 0
"9805" 9.870698234 "zf202" "zm146" "zf202&&zm146" 1 0 0 0 0 1 0
"9806" 9.749613879 "zf202" "zm147" "zf202&&zm147" 1 0 0 0 0 1 0
"9807" 9.550965482 "zf202" "zm148" "zf202&&zm148" 1 0 0 0 0 1 0
"9808" 9.950711383 "zf202" "zm149" "zf202&&zm149" 1 0 0 0 0 1 0
"9809" 10.04498172 "zf202" "zm150" "zf202&&zm150" 1 0 0 0 0 1 0
"9810" 9.686085709 "zf202" "zm152" "zf202&&zm152" 1 0 0 0 0 1 0
"9811" 9.711373795 "zf202" "zm153" "zf202&&zm153" 1 0 0 0 0 1 0
"9812" 9.643292551 "zf202" "zm154" "zf202&&zm154" 1 0 0 0 0 1 0
"9813" 9.950631304 "zf202" "zm155" "zf202&&zm155" 1 0 0 0 0 1 0
"9814" 9.936464237 "zf202" "zm156" "zf202&&zm156" 1 0 0 0 0 1 0
"9815" 9.700404418 "zf202" "zm157" "zf202&&zm157" 1 0 0 0 0 1 0
"9816" 9.734406758 "zf202" "zm158" "zf202&&zm158" 1 0 0 0 0 1 0
"9817" 9.74244348 "zf202" "zm159" "zf202&&zm159" 1 0 0 0 0 1 0
"9819" 9.886320288 "zf203" "bonanza" "zf203&&bonanza" 1 0 0 0 0 1 0
"9831" 8.871158996 "zf203" "zf203" "zf203" 0 1 1 0 0 1 0
"9835" 9.859624349 "zf203" "zm022" "zf203&&zm022" 1 0 0 0 0 1 0
"9836" 9.803221076 "zf203" "zm034" "zf203&&zm034" 1 0 0 0 0 1 0
"9839" 10.20260574 "zf203" "zm102" "zf203&&zm102" 1 0 0 0 0 1 0
"9841" 9.843231531 "zf203" "zm104" "zf203&&zm104" 1 0 0 0 0 1 0
"9842" 10.05996081 "zf203" "zm105" "zf203&&zm105" 1 0 0 0 0 1 0
"9843" 9.89550207 "zf203" "zm106" "zf203&&zm106" 1 0 0 0 0 1 0
"9844" 9.664679494 "zf203" "zm109" "zf203&&zm109" 1 0 0 0 0 1 0
"9845" 9.715544358 "zf203" "zm110" "zf203&&zm110" 1 0 0 0 0 1 0
"9846" 9.658509711 "zf203" "zm112" "zf203&&zm112" 1 0 0 0 0 1 0
"9847" 10.07555812 "zf203" "zm113" "zf203&&zm113" 1 0 0 0 0 1 0
"9848" 9.757358499 "zf203" "zm114" "zf203&&zm114" 1 0 0 0 0 1 0
"9849" 9.748596359 "zf203" "zm115" "zf203&&zm115" 1 0 0 0 0 1 0
"9850" 9.565474714 "zf203" "zm116" "zf203&&zm116" 1 0 0 0 0 1 0
"9851" 9.832762496 "zf203" "zm117" "zf203&&zm117" 1 0 0 0 0 1 0
"9852" 9.814352677 "zf203" "zm119" "zf203&&zm119" 1 0 0 0 0 1 0
"9853" 9.910121113 "zf203" "zm120" "zf203&&zm120" 1 0 0 0 0 1 0
"9854" 10.21496104 "zf203" "zm121" "zf203&&zm121" 1 0 0 0 0 1 0
"9855" 9.988489703 "zf203" "zm122" "zf203&&zm122" 1 0 0 0 0 1 0
"9856" 9.749532944 "zf203" "zm123" "zf203&&zm123" 1 0 0 0 0 1 0
"9857" 9.951276078 "zf203" "zm124" "zf203&&zm124" 1 0 0 0 0 1 0
"9858" 9.702516612 "zf203" "zm125" "zf203&&zm125" 1 0 0 0 0 1 0
"9859" 9.400261638 "zf203" "zm126" "zf203&&zm126" 1 0 0 0 0 1 0
"9860" 9.79478416 "zf203" "zm127" "zf203&&zm127" 1 0 0 0 0 1 0
"9861" 9.686435873 "zf203" "zm128" "zf203&&zm128" 1 0 0 0 0 1 0
"9862" 9.674310093 "zf203" "zm129" "zf203&&zm129" 1 0 0 0 0 1 0
"9863" 9.860705693 "zf203" "zm130" "zf203&&zm130" 1 0 0 0 0 1 0
"9864" 9.709636475 "zf203" "zm131" "zf203&&zm131" 1 0 0 0 0 1 0
"9865" 9.8216813 "zf203" "zm132" "zf203&&zm132" 1 0 0 0 0 1 0
"9866" 9.790207589 "zf203" "zm134" "zf203&&zm134" 1 0 0 0 0 1 0
"9867" 9.682949975 "zf203" "zm135" "zf203&&zm135" 1 0 0 0 0 1 0
"9868" 9.720417686 "zf203" "zm136" "zf203&&zm136" 1 0 0 0 0 1 0
"9869" 10.00488559 "zf203" "zm137" "zf203&&zm137" 1 0 0 0 0 1 0
"9870" 9.788105687 "zf203" "zm138" "zf203&&zm138" 1 0 0 0 0 1 0
"9871" 9.944005677 "zf203" "zm139" "zf203&&zm139" 1 0 0 0 0 1 0
"9872" 9.554094739 "zf203" "zm140" "zf203&&zm140" 1 0 0 0 0 1 0
"9873" 9.877688263 "zf203" "zm141" "zf203&&zm141" 1 0 0 0 0 1 0
"9874" 9.679958045 "zf203" "zm142" "zf203&&zm142" 1 0 0 0 0 1 0
"9875" 9.832416529 "zf203" "zm143" "zf203&&zm143" 1 0 0 0 0 1 0
"9876" 9.963535966 "zf203" "zm144" "zf203&&zm144" 1 0 0 0 0 1 0
"9877" 9.917347561 "zf203" "zm145" "zf203&&zm145" 1 0 0 0 0 1 0
"9878" 9.662965683 "zf203" "zm146" "zf203&&zm146" 1 0 0 0 0 1 0
"9879" 9.70545682 "zf203" "zm147" "zf203&&zm147" 1 0 0 0 0 1 0
"9880" 9.745237244 "zf203" "zm148" "zf203&&zm148" 1 0 0 0 0 1 0
"9881" 9.758273193 "zf203" "zm149" "zf203&&zm149" 1 0 0 0 0 1 0
"9882" 9.956094268 "zf203" "zm150" "zf203&&zm150" 1 0 0 0 0 1 0
"9883" 9.790850825 "zf203" "zm152" "zf203&&zm152" 1 0 0 0 0 1 0
"9884" 9.851738681 "zf203" "zm153" "zf203&&zm153" 1 0 0 0 0 1 0
"9885" 9.45657256 "zf203" "zm154" "zf203&&zm154" 1 0 0 0 0 1 0
"9886" 9.862543109 "zf203" "zm155" "zf203&&zm155" 1 0 0 0 0 1 0
"9887" 9.721119544 "zf203" "zm156" "zf203&&zm156" 1 0 0 0 0 1 0
"9888" 9.69989894 "zf203" "zm157" "zf203&&zm157" 1 0 0 0 0 1 0
"9889" 9.416715259 "zf203" "zm158" "zf203&&zm158" 1 0 0 0 0 1 0
"9890" 9.392258838 "zf203" "zm159" "zf203&&zm159" 1 0 0 0 0 1 0
"9892" 9.709850704 "zf203" "zm2101" "zf203&&zm2101" 1 0 0 0 0 1 0
"9893" 9.642631733 "zf203" "zm2102" "zf203&&zm2102" 1 0 0 0 0 1 0
"9894" 9.929886929 "zf203" "zm2103" "zf203&&zm2103" 1 0 0 0 0 1 0
"9895" 9.814439157 "zf203" "zm2105" "zf203&&zm2105" 1 0 0 0 0 1 0
"9896" 9.879109108 "zf203" "zm2106" "zf203&&zm2106" 1 0 0 0 0 1 0
"9897" 9.857113767 "zf203" "zm2108" "zf203&&zm2108" 1 0 0 0 0 1 0
"9898" 9.857973025 "zf203" "zm2114" "zf203&&zm2114" 1 0 0 0 0 1 0
"9899" 9.938813925 "zf203" "zm2115" "zf203&&zm2115" 1 0 0 0 0 1 0
"9900" 9.952180777 "zf203" "zm2116" "zf203&&zm2116" 1 0 0 0 0 1 0
"9901" 9.53931023 "zf203" "zm2117" "zf203&&zm2117" 1 0 0 0 0 1 0
"9902" 9.667330549 "zf203" "zm2119" "zf203&&zm2119" 1 0 0 0 0 1 0
"9903" 9.792514484 "zf203" "zm2120" "zf203&&zm2120" 1 0 0 0 0 1 0
"9904" 9.447433582 "zf203" "zm2123" "zf203&&zm2123" 1 0 0 0 0 1 0
"9905" 9.868688083 "zf203" "zm2125" "zf203&&zm2125" 1 0 0 0 0 1 0
"9906" 10.05043828 "zf203" "zm2127" "zf203&&zm2127" 1 0 0 0 0 1 0
"9907" 9.890145291 "zf203" "zm2130" "zf203&&zm2130" 1 0 0 0 0 1 0
"9908" 10.02784329 "zf203" "zm2131" "zf203&&zm2131" 1 0 0 0 0 1 0
"9909" 10.20919731 "zf203" "zm2135" "zf203&&zm2135" 1 0 0 0 0 1 0
"9910" 9.598353052 "zf203" "zm2136" "zf203&&zm2136" 1 0 0 0 0 1 0
"9911" 9.683572137 "zf203" "zm2138" "zf203&&zm2138" 1 0 0 0 0 1 0
"9912" 9.837177344 "zf203" "zm2140" "zf203&&zm2140" 1 0 0 0 0 1 0
"9913" 9.758207303 "zf203" "zm2141" "zf203&&zm2141" 1 0 0 0 0 1 0
"9914" 9.757440898 "zf203" "zm2144" "zf203&&zm2144" 1 0 0 0 0 1 0
"9915" 9.594895533 "zf203" "zm2149" "zf203&&zm2149" 1 0 0 0 0 1 0
"9916" 9.863173374 "zf203" "zm2150" "zf203&&zm2150" 1 0 0 0 0 1 0
"9917" 9.728403552 "zf203" "zm2151" "zf203&&zm2151" 1 0 0 0 0 1 0
"9918" 9.756536814 "zf203" "zm2152" "zf203&&zm2152" 1 0 0 0 0 1 0
"9919" 9.693460765 "zf203" "zm2153" "zf203&&zm2153" 1 0 0 0 0 1 0
"9920" 9.759964174 "zf203" "zm2154" "zf203&&zm2154" 1 0 0 0 0 1 0
"9921" 9.764537135 "zf203" "zm2155" "zf203&&zm2155" 1 0 0 0 0 1 0
"9922" 9.790299102 "zf203" "zm2156" "zf203&&zm2156" 1 0 0 0 0 1 0
"9923" 9.808650509 "zf203" "zm2158" "zf203&&zm2158" 1 0 0 0 0 1 0
"9924" 9.814352073 "zf203" "zm2160" "zf203&&zm2160" 1 0 0 0 0 1 0
"9925" 10.10604011 "zf203" "zm313" "zf203&&zm313" 1 0 0 0 0 1 0
"9926" 9.726595194 "zf203" "zm314" "zf203&&zm314" 1 0 0 0 0 1 0
"9927" 9.723989113 "zf203" "zm315" "zf203&&zm315" 1 0 0 0 0 1 0
"9928" 9.936846437 "zf203" "zm316" "zf203&&zm316" 1 0 0 0 0 1 0
"9929" 9.834947716 "zf203" "zm317" "zf203&&zm317" 1 0 0 0 0 1 0
"9930" 9.827107429 "zf203" "zm318" "zf203&&zm318" 1 0 0 0 0 1 0
"9931" 9.696286169 "zf203" "zm319" "zf203&&zm319" 1 0 0 0 0 1 0
"9932" 9.680356194 "zf203" "zm320" "zf203&&zm320" 1 0 0 0 0 1 0
"9933" 9.78934716 "zf203" "zm321" "zf203&&zm321" 1 0 0 0 0 1 0
"9934" 9.857612554 "zf203" "zm322" "zf203&&zm322" 1 0 0 0 0 1 0
"9935" 9.579001591 "zf203" "zm323" "zf203&&zm323" 1 0 0 0 0 1 0
"9936" 9.797685713 "zf203" "zm324" "zf203&&zm324" 1 0 0 0 0 1 0
"9937" 9.917044853 "zf203" "zm325" "zf203&&zm325" 1 0 0 0 0 1 0
"9938" 9.743850209 "zf203" "zm326" "zf203&&zm326" 1 0 0 0 0 1 0
"9939" 9.853203992 "zf203" "zm327" "zf203&&zm327" 1 0 0 0 0 1 0
"9940" 9.651978119 "zf203" "zm328" "zf203&&zm328" 1 0 0 0 0 1 0
"9941" 9.787924579 "zf203" "zm329" "zf203&&zm329" 1 0 0 0 0 1 0
"9942" 9.726614281 "zf203" "zm330" "zf203&&zm330" 1 0 0 0 0 1 0
"9943" 9.763866792 "zf203" "zm331" "zf203&&zm331" 1 0 0 0 0 1 0
"9944" 9.643302192 "zf203" "zm332" "zf203&&zm332" 1 0 0 0 0 1 0
"9945" 9.664449365 "zf203" "zm333" "zf203&&zm333" 1 0 0 0 0 1 0
"9946" 9.459213879 "zf203" "zm334" "zf203&&zm334" 1 0 0 0 0 1 0
"9947" 9.837697797 "zf203" "zm335" "zf203&&zm335" 1 0 0 0 0 1 0
"9948" 9.773702163 "zf203" "zm336" "zf203&&zm336" 1 0 0 0 0 1 0
"9949" 9.567575289 "zf203" "zm337" "zf203&&zm337" 1 0 0 0 0 1 0
"9950" 10.31806191 "zf204" "bonanza" "zf204&&bonanza" 1 0 0 0 0 1 0
"9951" 8.776345783 "zf204" "zf204" "zf204" 0 1 0 0 0 1 0
"9952" 9.432174297 "zf204" "zm022" "zf204&&zm022" 1 0 0 0 0 1 0
"9953" 9.75258482 "zf204" "zm034" "zf204&&zm034" 1 0 0 0 0 1 0
"9955" 9.361686082 "zf204" "zm102" "zf204&&zm102" 1 0 0 0 0 1 0
"9957" 9.498107679 "zf204" "zm104" "zf204&&zm104" 1 0 0 0 0 1 0
"9958" 9.43641555 "zf204" "zm105" "zf204&&zm105" 1 0 0 0 0 1 0
"9959" 9.434686369 "zf204" "zm106" "zf204&&zm106" 1 0 0 0 0 1 0
"9960" 9.235891358 "zf204" "zm109" "zf204&&zm109" 1 0 0 0 0 1 0
"9961" 9.336381841 "zf204" "zm110" "zf204&&zm110" 1 0 0 0 0 1 0
"9962" 9.525719264 "zf204" "zm112" "zf204&&zm112" 1 0 0 0 0 1 0
"9963" 9.559690155 "zf204" "zm113" "zf204&&zm113" 1 0 0 0 0 1 0
"9964" 9.777155523 "zf204" "zm114" "zf204&&zm114" 1 0 0 0 0 1 0
"9965" 9.72077453 "zf204" "zm115" "zf204&&zm115" 1 0 0 0 0 1 0
"9966" 9.597296439 "zf204" "zm116" "zf204&&zm116" 1 0 0 0 0 1 0
"9967" 9.619352963 "zf204" "zm117" "zf204&&zm117" 1 0 0 0 0 1 0
"9968" 9.585444599 "zf204" "zm119" "zf204&&zm119" 1 0 0 0 0 1 0
"9969" 9.521544191 "zf204" "zm120" "zf204&&zm120" 1 0 0 0 0 1 0
"9970" 9.853293501 "zf204" "zm121" "zf204&&zm121" 1 0 0 0 0 1 0
"9971" 9.760376882 "zf204" "zm122" "zf204&&zm122" 1 0 0 0 0 1 0
"9972" 9.512251211 "zf204" "zm123" "zf204&&zm123" 1 0 0 0 0 1 0
"9973" 9.567442638 "zf204" "zm124" "zf204&&zm124" 1 0 0 0 0 1 0
"9974" 9.502620879 "zf204" "zm125" "zf204&&zm125" 1 0 0 0 0 1 0
"9975" 9.514375026 "zf204" "zm126" "zf204&&zm126" 1 0 0 0 0 1 0
"9976" 9.462834383 "zf204" "zm127" "zf204&&zm127" 1 0 0 0 0 1 0
"9977" 9.548173443 "zf204" "zm128" "zf204&&zm128" 1 0 0 0 0 1 0
"9978" 9.437537574 "zf204" "zm129" "zf204&&zm129" 1 0 0 0 0 1 0
"9979" 9.862651682 "zf204" "zm130" "zf204&&zm130" 1 0 0 0 0 1 0
"9980" 9.32464576 "zf204" "zm131" "zf204&&zm131" 1 0 0 0 0 1 0
"9981" 9.526201345 "zf204" "zm132" "zf204&&zm132" 1 0 0 0 0 1 0
"9982" 9.561868035 "zf204" "zm134" "zf204&&zm134" 1 0 0 0 0 1 0
"9983" 9.650463466 "zf204" "zm135" "zf204&&zm135" 1 0 0 0 0 1 0
"9984" 9.59001874 "zf204" "zm136" "zf204&&zm136" 1 0 0 0 0 1 0
"9985" 9.565902638 "zf204" "zm137" "zf204&&zm137" 1 0 0 0 0 1 0
"9986" 9.767100447 "zf204" "zm138" "zf204&&zm138" 1 0 0 0 0 1 0
"9987" 9.71109891 "zf204" "zm139" "zf204&&zm139" 1 0 0 0 0 1 0
"9988" 9.284787736 "zf204" "zm140" "zf204&&zm140" 1 0 0 0 0 1 0
"9989" 9.692272944 "zf204" "zm141" "zf204&&zm141" 1 0 0 0 0 1 0
"9990" 9.375671531 "zf204" "zm142" "zf204&&zm142" 1 0 0 0 0 1 0
"9991" 9.545140858 "zf204" "zm143" "zf204&&zm143" 1 0 0 0 0 1 0
"9992" 9.669014181 "zf204" "zm144" "zf204&&zm144" 1 0 0 0 0 1 0
"9993" 9.723988078 "zf204" "zm145" "zf204&&zm145" 1 0 0 0 0 1 0
"9994" 9.611989402 "zf204" "zm146" "zf204&&zm146" 1 0 0 0 0 1 0
"9995" 9.447623809 "zf204" "zm147" "zf204&&zm147" 1 0 0 0 0 1 0
"9996" 9.310253837 "zf204" "zm148" "zf204&&zm148" 1 0 0 0 0 1 0
"9997" 9.407464972 "zf204" "zm149" "zf204&&zm149" 1 0 0 0 0 1 0
"9998" 9.696506429 "zf204" "zm150" "zf204&&zm150" 1 0 0 0 0 1 0
"9999" 9.719403698 "zf204" "zm152" "zf204&&zm152" 1 0 0 0 0 1 0
"10000" 9.668954092 "zf204" "zm153" "zf204&&zm153" 1 0 0 0 0 1 0
"10001" 9.395428489 "zf204" "zm154" "zf204&&zm154" 1 0 0 0 0 1 0
"10002" 9.643201899 "zf204" "zm155" "zf204&&zm155" 1 0 0 0 0 1 0
"10003" 9.481500398 "zf204" "zm156" "zf204&&zm156" 1 0 0 0 0 1 0
"10004" 9.436771437 "zf204" "zm157" "zf204&&zm157" 1 0 0 0 0 1 0
"10005" 8.98512754 "zf204" "zm158" "zf204&&zm158" 1 0 0 0 0 1 0
"10006" 9.259700283 "zf204" "zm159" "zf204&&zm159" 1 0 0 0 0 1 0
"10008" 9.642190293 "zf204" "zm2101" "zf204&&zm2101" 1 0 0 0 0 1 0
"10009" 9.796789045 "zf204" "zm2102" "zf204&&zm2102" 1 0 0 0 0 1 0
"10010" 9.885921849 "zf204" "zm2103" "zf204&&zm2103" 1 0 0 0 0 1 0
"10011" 10.25828974 "zf204" "zm2105" "zf204&&zm2105" 1 0 0 0 0 1 0
"10012" 9.859969832 "zf204" "zm2106" "zf204&&zm2106" 1 0 0 0 0 1 0
"10013" 9.801175427 "zf204" "zm2108" "zf204&&zm2108" 1 0 0 0 0 1 0
"10014" 9.940414741 "zf204" "zm2114" "zf204&&zm2114" 1 0 0 0 0 1 0
"10015" 9.925627128 "zf204" "zm2115" "zf204&&zm2115" 1 0 0 0 0 1 0
"10016" 9.807714406 "zf204" "zm2116" "zf204&&zm2116" 1 0 0 0 0 1 0
"10017" 9.8242977 "zf204" "zm2117" "zf204&&zm2117" 1 0 0 0 0 1 0
"10018" 10.17758531 "zf204" "zm2119" "zf204&&zm2119" 1 0 0 0 0 1 0
"10019" 9.958433646 "zf204" "zm2120" "zf204&&zm2120" 1 0 0 0 0 1 0
"10020" 9.814631989 "zf204" "zm2123" "zf204&&zm2123" 1 0 0 0 0 1 0
"10021" 10.01332284 "zf204" "zm2125" "zf204&&zm2125" 1 0 0 0 0 1 0
